recipe_id,food_id,요리,레시피 고유 번호,레시피 제목,요리명,요리 소개,스크랩수,재료,요리인분,요리 난이도,요리 시간,img
1569,337,파래무침,6921916,파래무침 ,파래무침,포천 장에서 요즘 제철인 파래 3뭉치를 사와 집에 있는 재료로 간단히 무쳐 봤어요~~^^,1114,[재료] 파래 3뭉치 [양념] 진간장 3숟가락| 식초 3숟가락| 설탕 1/2숟가락| 소금 1꼬집| 마늘 1/2숟가락| 파 1뿌리| 깨 1/2숟가락,2인분,아무나,5분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1569/1569_recipe_img.jpg
1570,338,홍어무침,6845128,홍어 무침  홍어회 무침 만드는 법  새콤달콤 입맛 돌아요♬ ,홍어무침,잔치에 빠지지 않는 음식 홍어회 민들어 보겠어요. 쉬운것 같지만 어려운 손님초대요리 입니다.,1027,[재료] 홍어 800g| 미나리 1/2단| 오이 1개| 배 1개| 절인 무 2컵 [홍어 무침 소스] 다진 생강 1작은 술| 다진 마늘 3큰 술| 고추장 3큰 술| 고운 고춧가루 2/3컵| 일반 고춧가루 1/4컵| 3배 식초 1/3컵| 설탕 1/2컵| 올리고당 1/4컵| 소금 조금| 통깨,2인분,고급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1570/1570_recipe_img.jpg
1571,338,홍어무침,6842342,잔칫상에 빠질수 없는 홍어무침만들기,홍어무침,전라도 잔칫상에 홍어가 빠지면 정말 섭섭하지요???ㅎ 심술이의 막내동생이 결혼을 하게되어 집으로 오실 친척분들께 대접할 홍어무침을 만들어보았어요^^,133,[재료] 홍어| 도라지| 무| 오이| 쪽파| 미나리| 사이다 [양념] 고춧가루| 식초| 설탕| 물엿| 소금| 다진 마늘| 다진 생강| 통깨,6인분이상,중급,2시간이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1571/1571_recipe_img.jpg
1572,338,홍어무침,6858122,새콤 달콤 꼬들한 식감의 생홍어무침~♡,홍어무침,잃어버린 입맛 살려주는 홍어무침 술안주나 가족모임에 좋아요,129,[재료] 홍어 450g| 미나리 300g| 오이 1개| 양파 2개| 무우 100g| 배 1/4개 [양념] 다진마늘 4스푼| 생강 1스푼| 고추장 2스푼| 고춧가루 1/2컵| 올리고당 4스푼| 레몬즙 2스푼| 소금 1스푼| 식초 6스푼| 설탕 4스푼| 매실청 1/2컵,6인분이상,고급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1572/1572_recipe_img.jpg
1573,338,홍어무침,6854732,홍어 무침-막걸리가 생각나는 새콤달콤 홍어 무침 만들기~!,홍어무침,윤이 100일 잔치 손님맞이 상차림 음식 중 하나였던 홍어 무침~! 전 홍어 삭힌 걸 좋아하지 않지만 홍어무침을 너무 좋아해요^^ 처녀적엔 한술 하던 불량주부 ㅋㅋㅋ 비가 오는 날이면 홍어무침에 막걸리 한 잔이면~ 천국이 따로 없었죠 ㅎㅎㅎ친정엄마가 목포에서 아는 지인분께 주문하신 홍어사시미~! 잔칫날이라고 비싼 홍어를 친정엄마가 2kg나 주문해 주셨네요. 홍어사시미 자체로도 맛있다고 하지만... 저처럼 못 먹는 손님들도 계실 것 같아 무침도 만들었어요.,71,[재료] 삭힌홍어 1kg| 막걸리 1병| 오이 1개| 도라지 200g| 미나리 1/2단 [양념] 고춧가루 10수저| 고추장 2수저| 다진 마늘 2수저| 다진 생강 1/2수저| 설탕 4수저| 식초 6수저| 매실청 4수저| 참기름 2수저| 통깨 약간| 청양고추 2개,6인분이상,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1573/1573_recipe_img.jpg
1574,338,홍어무침,6945205,국내산 홍어로 전라도식 새콤달콤 홍어무침 만드는 방법,홍어무침,안녕하세요. 앙리 누나 입니다.  저는 어릴때 부터 홍어를 접해 본적없이 컸지만 어느 순간 부터 홍어 무침을 좋아하게 되고 이제는 홍어삼합도 많이 안삭힌 거는 먹을수 있게 되었어요.  이따금 홍어 무침이 먹고 싶어서 무쳐 놓은걸 사다 먹곤 했는데 너무 비싸고 홍어는 몇개 들어 있지도 않아서 언제부터인가 인터넷에서 국내산 삭힌 전라도 목포홍어  흑산도 홍어를 시켜 먹고 있어요. ,44,[재료] 국내산 홍어 500g| 무 1/4개| 오이 1개| 미나리 1/3단| 당근 조금| 고추가루 2밥숟가락| 고추장 4밥숟가락| 간생강 1티스푼| 간마늘 1밥숟가락| 막걸리 1종이컵| 소금 2밥숟가락| 뉴 슈가 1밥숟가락| 식초1/2 종이컵| 물엿 4밥숟가락| 양파 1/2개| 매실액기스 2밥숟가락| 통깨 적당량| 대파 1대| 빙초 산 1밥숟가락,4인분,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1574/1574_recipe_img.jpg
1575,339,골뱅이국수무침,6900650,백종원 골뱅이무침 만드는 법 술안주로 좋은 골뱅이소면무침,골뱅이소면무침,오래간만에 골뱅이소면무침을 만들어보았어요 :),21751,[재료] 골뱅이 1캔(400g짜리)| 당근 1/2개| 양파 1/2개| 오이 1/2개| 진미채 또는 북어채 적당량| 깻잎 취향껏| 대파 1/2대| 청양고추 취향껏| 소면 1줌 [양념장] 고추장 3.5 큰술| 고운 고춧가루 1 큰술| 설탕 3.5 큰술| 식초 3.5 큰술| 다진 마늘 1 큰술| 참기름 1 큰술| 통깨 적당량,3인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1575/1575_recipe_img.jpg
1576,339,골뱅이국수무침,6887268,골뱅이 소면 무침 ,골뱅이소면무침,골뱅이무침,2617,[재료] 골뱅이(소라) 1캔| 오이 1개| 양파 1/4개| 양배추 1장| 깻잎 5장| 파채 1줌| 청양고추 1개| 당근 적당량 [양념] 고춧가루 2스푼| 고추장 1스푼| 다진 마늘 1스푼| 설탕 1스푼| 식초 2스푼| 간장 3스푼| 맛술 2스푼| 올리고 당 2스푼| 참기름 2스푼| 통깨 1스푼 [선택 재료] 국수,3인분,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1576/1576_recipe_img.jpg
1577,339,골뱅이국수무침,4925371,골뱅이소면,골뱅이소면,새콤달콤 매콤한 골뱅이 소면입니다.,1510,[재료] 골뱅이 통조림 1개| 당근 1/5개| 새싹 약간| 양배추 1줌| 딸기(선택) 10개| 국수 1줌 [양념] 골뱅이 육수 2큰술| 사이다 1큰술| 다진마늘 1작은술| 고추장 2큰술| 초고추장 1큰술| 설탕 1큰술| 참기름 약간| 깨소금 약간,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1577/1577_recipe_img.jpg
1578,339,골뱅이국수무침,6728259,골뱅이소면무침 황금레시피,골뱅이소면무침,밥보다는 술과 잘 어울리는 음식이죠. 어제 저녁 오랫만에 만들어서 시원한 맥주 한잔과 곁들이니 너무 맛있고 좋더라구요. 만들기 쉽고 맛있는 매콤새콤한 골뱅이부침 만드는 방법 소개해 드릴게요.,1185,[재료] 골뱅이 1캔(140g)| 오이 1개| 당근 약간| 양파 작은거 1개| 쪽파(or대파) 약간| 파프리카 1개| 양배추 약간| 매운고추 2개| 깻잎 몇장 [양념] 고추장 3T| 고춧가루 2T| 설탕 2T| 식초 3T| 간장 3T| 다진마늘 1T| 깨 약간,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1578/1578_recipe_img.jpg
1579,339,골뱅이국수무침,5807973,골뱅이무침 소면 만들기,골뱅이소면무침,초간단 골뱅이무침 레시피 입니다.,773,[재료] 골뱅이 1캔| 소면| 오이 1개| 양파 1/2개| 붉은고추 1개 [양념] 마늘| 대파 흰부분 조금| 통깨| 참기름,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1579/1579_recipe_img.jpg
1580,340,오징어무침,4272302,마른오징어 무침,마른오징어무침,남아있는 마른오징어로 만드는 반찬입니다.,1650,[재료] 마른오징어 3마리 [오징어 불리기] 설탕 1큰술| 식초 1작은술| 청주 7큰술 [양념장] 간장 4큰술| 고추장 1큰술| 고춧가루 2~4큰술| 설탕 1큰술| 매실청 1큰술| 올리고당 1큰술| 마요네즈 1큰술| 깨 조금| 대파 1/3대,5인분,초급,2시간이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1580/1580_recipe_img.jpg
1581,340,오징어무침,3567996,입맛이 돌아온 생미나리오징어무침,미나리오징어무침,싱싱한 미나리에 오징어살짝 데쳐서 새콤달콤매콤하게 무친 생미나리오징어무침 봄철 입맛을 잡아줄 별미요리랍니다.,1289,[재료] 미나리 200g| 오징어 2마리 [양념] 고추장 1+1/2T| 고추가루 2T| 다진마늘 1T| 2배 강한식초로 2+1/2T| 간장 1+1/2T| 설탕 1T| 올리고당 2/3~1T정도| 참기름 1T| 깨 1T,4인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1581/1581_recipe_img.jpg
1582,340,오징어무침,4679945,돌나물오징어무침,돌나물오징어무침,상큼하게 즐길 수 있는 봄나물 요리를 만들어 보려고 주말에 장을 보면서 비타민 C  칼슘  인 등이 풍부한 싱싱한 돌나물과 오징어를 데리고 왔습니다. 나른해지기 쉬운 봄철 재료도 착하고 간단하게 만들어 먹을 수 있는 봄나물요리 새콤달콤 상큼하게 즐길 수 있으며 입맛 돋우는 돌나물오징어무침과 돌나물의 효능에 대해 알아보겠습니다.,753,[재료] 돌나물 150g| 오징어 1마리 [양념] 고추장 1+1/2큰술| 매실액 2큰술| 설탕 1작은술| 식초 1/2큰술| 다진파 1큰술| 다진마늘 1/2큰술| 통깨 1/2큰술| 참기름 1/2큰술,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1582/1582_recipe_img.jpg
1583,340,오징어무침,6077284,오징어 초 무침 ,오징어무침,퇴근길 몸도 무겁고 ^^ 저녁은 뭘 먹나 .... 마트에서 초고추장 대용량을 판매 하네요  오호 이런 것도 있었네. ^^ 참 세상 편해요. 시판용 초고추장에 고춧가루와 소금  간장만 추가해서 오징어 초 무침 했습니다. 10분 만에 뚝딱 한 접시~~ 입에 짝 붙으며 역시 달달하고 아주 맛나네요. 깔끔한 맛은 아니지만 정말 맛있어요. ^^,502,[재료] 오징어 1마리| 파프리카 1개| 대파| 미나리 조금 [양념] 시판용초고추장| 고춧가루 1큰술| 간장 1큰술| 소금 조금,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1583/1583_recipe_img.jpg
1584,340,오징어무침,6879227,매일 반찬 한 가지...쪽파 오징어무침  오징어 쪽파무침,쪽파오징어무침,텃밭에 쪽파를 뽑아다 다듬었습니다. 쪽파가 그리 실하지 않아 다듬는것도 일이 많습니다. 손이 큰 촌아짐이라그런가 가느다란 쪽파 다듬는게 귀찮네요. 정성스레 손질한 쪽파 왕창 넣고 오징어랑 무쳐 반찬 한가지 추가 했습니다.,280,[재료] 다듬은 쪽파 1/2줌| 오징어다리 2마리분(150g)| 초고추장 2큰술| 고추가루 1/2큰술| 매실청 1큰술| 다진마늘 1/2큰술| 참기름 1큰술| 통깨 1/2큰술,3인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1584/1584_recipe_img.jpg
1585,341,잡채,6879533,생생정보통 잡채 황금레시피 이거였네,잡채,신랑 생일날 생생정보통 잡채 레시피로 만들어봤어요 간단하면서도 맛있어서 배불리 잘먹었네요 ^^ http://blog.naver.com/qw3859,72785,[재료] 당면 1줌반| 당근 약간| 파프리카 약간| 목이버섯 1줌| 양파 1/2개| 부추 약간| 잡채용 돼지고기 1줌 [고기밑간] 다진마늘 1작은술| 진간장 1작은술| 참기름 1작은술| 미림(맛술) 2작은술| 후추 약간 [잡채 양념] 간장 10큰술| 물엿(올리고당) 20큰술,4인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1585/1585_recipe_img.jpg
1586,341,잡채,6886754,(집에서 즐기는 술안주) 고추잡채 - 홈파티 / 손님접대 요리,고추잡채,반찬으로 먹어도 되고 꽃빵과 함께 내놓으면 훌륭한 손님접대 요리가 되는 고추잡채!!  간단하게 만들 수 있는 고추잡채 레시피 가져왔습니다 :D,16707,[주재료] 잡채용 돼지고기(등심) 300g| 노란 파프리카 1/2개| 빨강 파프리카 1/2개| 양파 1/2개| 표고버섯 2~3개| 꽃빵 [선택 재료] 청양고추 2~3개 [고기 밑간] 맛술 1큰술| 다진 마늘 0.5큰술| 설탕 0.5큰술| 진간장 2큰술| 후춧가루 약간 [양념] 고추기름 1큰술| 다진 마늘 0.5큰술| 굴 소스 2큰술| 진간장 2큰술| 설탕 0.5큰술| 올리고당 1큰술| 맛술 2큰술 [계량] ,4인분,초급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1586/1586_recipe_img.jpg
1587,341,잡채,6905889,잡채 만드는 법,잡채,잡채,13366,[재료] 당면 200g| 소고기 100g| 양파 1/2개| 파프리카 노랑 1/3개| 파프리카 빨강 1/3개| 당근 1/3개| 느타리버섯 1줌| 시금치 2줌 [소고기 밑간] 다진 마늘 0.5스푼| 소금 약간| 후춧가루 약간| 생강가루 적당량 [당면 양념] 식용유 2스푼| 간장 5스푼| 올리고 당 2스푼 [양념] 참기름 2스푼| 통깨 1스푼,4인분,아무나,90분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1587/1587_recipe_img.jpg
1588,341,잡채,6864194,채식을 위한 고기뺀 '잡채';당면이 불지 않는 비법,잡채,채식식단에 [잡채]가 빠질 수 없죠.  고기 뺀 잡채는 2% 아쉬운 맛이지만  잡채는 어떻게 먹어도 맛진것 같습니다.  오늘은 시간이 지나도 불지 않는 잡채 만들기 비법도 함께 알려드릴께요. (방송 생생 정보통 황금비율에서 배웠습니다)  시간이 지나도 면이 불지 않아서 도시락용으로도 좋습니다.,13084,[재료] 당면 2묶음(450g)| 부추 1줌| 새송이버섯 2개| 표고버섯 6개| 목이버섯 6개| 당근 1개| 양파 1개| 소금 약간| 간장 약간| 설탕 약간| 올리브유 약간 [당면소스] 간장 1/2컵| 올리고당(또는 물엿) 1컵| 올리브유(또는 식용유) 7큰술,4인분,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1588/1588_recipe_img.jpg
1589,341,잡채,6883669,매운콩나물잡채 ,콩나물잡채,콩나물잡채,13043,[재료] 당면 2줌| 콩나물 1줌| 양파 1/2개| 당근 1/6개| 대파 1/2대| 물 1+1/2컵| 참기름 약간| 통깨 약간 [양념장] 고추장 1스푼| 고춧가루 1.5스푼| 간장 3스푼| 설탕 1스푼| 다진 마늘 0.5스푼| 올리고 당 1.5스푼| 식용유 2스푼,2인분,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1589/1589_recipe_img.jpg
1590,342,탕평채,4612292,탕평채만들기,탕평채,집에 있는 재료로 간단하게 만든 탕평채입니다.,897,[재료] 청포묵| 조미김 조금| 표고버섯 3개| 계란 1개 [양념] 간장 조금,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1590/1590_recipe_img.jpg
1591,342,탕평채,2385782,탕평채,탕평채,특색을 지닌 재료들이 하나로 어울려지는 탕평채 역시 무침요리의 대표라 할 수 있습니다.,417,[재료] 청포묵 1모| 쇠고기 50g| 표고버섯 2개| 미나리 40g| 붉은 고추 1/2개| 달걀 1개| 김 1/2장 [양념] 참기름 1/2큰술| 소금 조금 [쇠고기 양념] 간장 1/2큰술| 설탕 약간| 다진 파 1작은술| 다진 마늘 1/2작은술| 후춧가루 조금 [표고버섯 양념] 간장 1작은술| 설탕 1/2작은술| 참기름 조금,4인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1591/1591_recipe_img.jpg
1592,342,탕평채,1046161,곤약 탕평채,곤약탕평채,구약나물의 알줄기로 만든 가공식품인 곤약을 포장제품을 이용해 만들어 보았어요. 식이섬유가 많고 칼로리가 거의 없는 다이어트식품이지요. 만든 곤약을 채 썰어서 청포묵 대신으로 이용해 탕평채를 해 보았는데 쫄깃하면서 시원하고 맛있었어요. 저 칼로리 식품에 야채등 다른재료를 첨가해서 일석이조인 건강 다이어트 요리가 되었네요.,396,[재료] 채 썬 회곤약( 400g) 1모 [고명재료] 쇠고기 50g| 마른표고 불린 것 1개| 오이 1/2개| 숙주 100g| 달걀 1개| 붉은고추 1/2개 [고기양념] 간장 1작은술| 설탕 1/2작은술| 다진마늘 1작은술| 참기름 1작은술| 청주 1작은술| 통깨 약간| 후추 약간 [양념장] 간장 2큰술| 설탕 2작은술| 식초 2작은술| 통깨 2작은술| 다진마늘 1작은술| 참기름 1작은술,2인분,초급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1592/1592_recipe_img.jpg
1593,342,탕평채,6910951,청포묵탕평채 / 메인요리 / 눈과 입을 즐겁게해주는 웰빙요리 / 청포묵 고급스럽게 즐기기,청포묵탕평채,다이어트에 좋다는 저칼로리 청포묵~!! 냉장고를 털어서 탕평채로 변신해봤어요. 탕평채는 말그대로 모든재료를 채썰어서 준비하는게 포인트~^^ 손님맞이나 생일에 메인요리로 해도 될만큼 기대이상의 퀄리티 였어요.,269,[재료] 청포묵 300g| 버섯 각20g씩| 파프리카(빨강) 20g| 파프리카(노랑) 20g| 애호박 20g| 오이 20g| 돼지고기 잡채용 100g| 숙주 50g [양념] 고기밑간| 간장 1T| 맛술 1T| 참기름 1T| 다진마늘 1/2T| 후추 2번 톡톡| 청포묵양념| 간장 2T| 참기름 1T| 설탕 1/2T,2인분,초급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1593/1593_recipe_img.jpg
1594,342,탕평채,2887494,궁중요리 탕평채 만들기,탕평채,탕평채는 평상시에는 잘안해 먹게 되지만 주안상 차릴 일이나 손님상 차릴때에 메뉴에 넣으면 인기 있는 메뉴중의 하나입니다.  나름대로 쉽게 만들어본 탕평채!! 만들는 법 보여 드릴게요.,215,[재료] 청포묵| 채썬 소고기 1줌| 표고버섯 5개| 미나리| 숙주| 계란지단 [간장양념] 간장 4큰술| 2배식초 2큰술| 설탕 2큰술| 깨 1작은술| 참기름 1작은술 [소고기 양념] 간장 2큰술| 설탕 1큰술| 다진 마늘 1작은술| 후추 조금| 깨 조금| 참기름 1작은술 [표고버섯 양념] 간장 2큰술| 설탕 1큰술| 다진 마늘 1작은술| 후추 조금| 깨 조금| 참기름 1작은술 [미나리 양념] 소금| 참기름 [숙주 양념] 소금| 참기름| 다진마늘,4인분,고급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1594/1594_recipe_img.jpg
